#         t          x          y          z         vx         vy         vz
      0.000    -98.600   -119.990   -127.780    -28.430    173.920     93.230
      0.001    -98.628   -119.816   -127.687    -28.359    173.992     93.313
      0.002    -98.657   -119.642   -127.593    -28.289    174.065     93.397
      0.003    -98.685   -119.468   -127.500    -28.218    174.137     93.480
      0.004    -98.713   -119.294   -127.406    -28.147    174.210     93.564
      0.005    -98.741   -119.119   -127.313    -28.076    174.282     93.648
      0.006    -98.769   -118.945   -127.219    -28.004    174.355     93.732
      0.007    -98.797   -118.771   -127.125    -27.933    174.428     93.816
      0.008    -98.825   -118.596   -127.031    -27.861    174.500     93.900
      0.009    -98.853   -118.422   -126.938    -27.790    174.573     93.984
      0.010    -98.881   -118.247   -126.844    -27.718    174.646     94.068
      0.011    -98.908   -118.072   -126.749    -27.646    174.718     94.153
      0.012    -98.936   -117.898   -126.655    -27.573    174.791     94.237
      0.013    -98.964   -117.723   -126.561    -27.501    174.864     94.321
      0.014    -98.991   -117.548   -126.467    -27.429    174.937     94.406
      0.015    -99.018   -117.373   -126.372    -27.356    175.009     94.491
      0.016    -99.046   -117.198   -126.278    -27.283    175.082     94.576
      0.017    -99.073   -117.023   -126.183    -27.210    175.155     94.661
      0.018    -99.100   -116.848   -126.088    -27.137    175.228     94.746
      0.019    -99.127   -116.672   -125.993    -27.064    175.301     94.831
      0.020    -99.154   -116.497   -125.899    -26.990    175.374     94.916
      0.021    -99.181   -116.322   -125.804    -26.917    175.447     95.001
      0.022    -99.208   -116.146   -125.709    -26.843    175.520     95.087
      0.023    -99.235   -115.971   -125.613    -26.769    175.593     95.172
      0.024    -99.262   -115.795   -125.518    -26.695    175.666     95.258
      0.025    -99.288   -115.619   -125.423    -26.621    175.739     95.344
      0.026    -99.315   -115.444   -125.328    -26.546    175.812     95.430
      0.027    -99.341   -115.268   -125.232    -26.472    175.885     95.516
      0.028    -99.368   -115.092   -125.137    -26.397    175.958     95.602
      0.029    -99.394   -114.916   -125.041    -26.322    176.031     95.688
      0.030    -99.421   -114.740   -124.945    -26.247    176.104     95.774
      0.031    -99.447   -114.564   -124.849    -26.172    176.177     95.860
      0.032    -99.473   -114.387   -124.753    -26.097    176.251     95.947
      0.033    -99.499   -114.211   -124.657    -26.021    176.324     96.033
      0.034    -99.525   -114.035   -124.561    -25.946    176.397     96.120
      0.035    -99.551   -113.858   -124.465    -25.870    176.470     96.207
      0.036    -99.577   -113.682   -124.369    -25.794    176.544     96.294
      0.037    -99.602   -113.505   -124.273    -25.718    176.617     96.381
      0.038    -99.628   -113.329   -124.176    -25.642    176.690     96.468
      0.039    -99.654   -113.152   -124.080    -25.565    176.764     96.555
      0.040    -99.679   -112.975   -123.983    -25.488    176.837     96.642
      0.041    -99.705   -112.798   -123.886    -25.412    176.911     96.729
      0.042    -99.730   -112.621   -123.790    -25.335    176.984     96.817
      0.043    -99.755   -112.444   -123.693    -25.258    177.058     96.904
      0.044    -99.781   -112.267   -123.596    -25.180    177.131     96.992
      0.045    -99.806   -112.090   -123.499    -25.103    177.205     97.080
      0.046    -99.831   -111.913   -123.402    -25.025    177.278     97.168
      0.047    -99.856   -111.735   -123.304    -24.947    177.352     97.256
      0.048    -99.881   -111.558   -123.207    -24.869    177.425     97.344
      0.049    -99.905   -111.380   -123.110    -24.791    177.499     97.432
      0.050    -99.930   -111.203   -123.012    -24.713    177.573     97.520
      0.051    -99.955   -111.025   -122.915    -24.635    177.646     97.609
      0.052    -99.979   -110.848   -122.817    -24.556    177.720     97.697
      0.053   -100.004   -110.670   -122.719    -24.477    177.794     97.786
      0.054   -100.028   -110.492   -122.621    -24.398    177.867     97.875
      0.055   -100.053   -110.314   -122.524    -24.319    177.941     97.964
      0.056   -100.077   -110.136   -122.426    -24.240    178.015     98.052
      0.057   -100.101   -109.958   -122.327    -24.160    178.088     98.142
      0.058   -100.125   -109.780   -122.229    -24.081    178.162     98.231
      0.059   -100.149   -109.602   -122.131    -24.001    178.236     98.320
      0.060   -100.173   -109.424   -122.033    -23.921    178.310     98.409
      0.061   -100.197   -109.245   -121.934    -23.841    178.384     98.499
      0.062   -100.221   -109.067   -121.836    -23.760    178.458     98.588
      0.063   -100.245   -108.888   -121.737    -23.680    178.532     98.678
      0.064   -100.268   -108.710   -121.638    -23.599    178.605     98.768
      0.065   -100.292   -108.531   -121.539    -23.518    178.679     98.858
      0.066   -100.315   -108.352   -121.441    -23.437    178.753     98.948
      0.067   -100.339   -108.174   -121.342    -23.356    178.827     99.038
      0.068   -100.362   -107.995   -121.243    -23.275    178.901     99.128
      0.069   -100.385   -107.816   -121.143    -23.193    178.975     99.218
      0.070   -100.409   -107.637   -121.044    -23.111    179.049     99.309
      0.071   -100.432   -107.458   -120.945    -23.029    179.123     99.399
      0.072   -100.455   -107.278   -120.845    -22.947    179.197     99.490
      0.073   -100.478   -107.099   -120.746    -22.865    179.272     99.581
      0.074   -100.500   -106.920   -120.646    -22.783    179.346     99.672
      0.075   -100.523   -106.741   -120.546    -22.700    179.420     99.763
      0.076   -100.546   -106.561   -120.447    -22.617    179.494     99.854
      0.077   -100.568   -106.382   -120.347    -22.534    179.568     99.945
      0.078   -100.591   -106.202   -120.247    -22.451    179.642    100.036
      0.079   -100.613   -106.022   -120.147    -22.368    179.716    100.128
      0.080   -100.636   -105.843   -120.046    -22.284    179.791    100.219
      0.081   -100.658   -105.663   -119.946    -22.200    179.865    100.311
      0.082   -100.680   -105.483   -119.846    -22.116    179.939    100.402
      0.083   -100.702   -105.303   -119.745    -22.032    180.013    100.494
      0.084   -100.724   -105.123   -119.645    -21.948    180.088    100.586
      0.085   -100.746   -104.943   -119.544    -21.863    180.162    100.678
      0.086   -100.768   -104.762   -119.443    -21.779    180.236    100.771
      0.087   -100.789   -104.582   -119.343    -21.694    180.311    100.863
      0.088   -100.811   -104.402   -119.242    -21.609    180.385    100.955
      0.089   -100.833   -104.221   -119.141    -21.524    180.459    101.048
      0.090   -100.854   -104.041   -119.040    -21.438    180.534    101.140
      0.091   -100.876   -103.860   -118.938    -21.353    180.608    101.233
      0.092   -100.897   -103.680   -118.837    -21.267    180.683    101.326
      0.093   -100.918   -103.499   -118.736    -21.181    180.757    101.419
      0.094   -100.939   -103.318   -118.634    -21.095    180.831    101.512
      0.095   -100.960   -103.137   -118.533    -21.008    180.906    101.605
      0.096   -100.981   -102.956   -118.431    -20.922    180.980    101.699
      0.097   -101.002   -102.775   -118.329    -20.835    181.055    101.792
      0.098   -101.023   -102.594   -118.228    -20.748    181.129    101.885
      0.099   -101.044   -102.413   -118.126    -20.661    181.204    101.979
      0.100   -101.064   -102.232   -118.024    -20.574    181.278    102.073
      0.101   -101.085   -102.051   -117.921    -20.486    181.353    102.167
      0.102   -101.105   -101.869   -117.819    -20.399    181.428    102.261
      0.103   -101.126   -101.688   -117.717    -20.311    181.502    102.355
      0.104   -101.146   -101.506   -117.615    -20.223    181.577    102.449
      0.105   -101.166   -101.325   -117.512    -20.134    181.651    102.543
      0.106   -101.186   -101.143   -117.409    -20.046    181.726    102.638
      0.107   -101.206   -100.961   -117.307    -19.957    181.801    102.732
      0.108   -101.226   -100.779   -117.204    -19.868    181.875    102.827
      0.109   -101.246   -100.597   -117.101    -19.779    181.950    102.922
      0.110   -101.266   -100.415   -116.998    -19.690    182.025    103.017
      0.111   -101.285   -100.233   -116.895    -19.601    182.099    103.112
      0.112   -101.305   -100.051   -116.792    -19.511    182.174    103.207
      0.113   -101.324    -99.869   -116.689    -19.421    182.249    103.302
      0.114   -101.344    -99.687   -116.585    -19.331    182.323    103.397
      0.115   -101.363    -99.504   -116.482    -19.241    182.398    103.493
      0.116   -101.382    -99.322   -116.378    -19.150    182.473    103.589
      0.117   -101.401    -99.139   -116.275    -19.060    182.548    103.684
      0.118   -101.420    -98.957   -116.171    -18.969    182.622    103.780
      0.119   -101.439    -98.774   -116.067    -18.878    182.697    103.876
      0.120   -101.458    -98.591   -115.963    -18.786    182.772    103.972
      0.121   -101.477    -98.409   -115.859    -18.695    182.847    104.068
      0.122   -101.495    -98.226   -115.755    -18.603    182.922    104.165
      0.123   -101.514    -98.043   -115.651    -18.511    182.996    104.261
      0.124   -101.532    -97.860   -115.547    -18.419    183.071    104.358
      0.125   -101.551    -97.677   -115.442    -18.327    183.146    104.454
      0.126   -101.569    -97.493   -115.338    -18.234    183.221    104.551
      0.127   -101.587    -97.310   -115.233    -18.142    183.296    104.648
      0.128   -101.605    -97.127   -115.128    -18.049    183.371    104.745
      0.129   -101.623    -96.943   -115.024    -17.956    183.445    104.842
      0.130   -101.641    -96.760   -114.919    -17.862    183.520    104.939
      0.131   -101.659    -96.576   -114.814    -17.769    183.595    105.037
      0.132   -101.677    -96.393   -114.709    -17.675    183.670    105.134
      0.133   -101.694    -96.209   -114.603    -17.581    183.745    105.232
      0.134   -101.712    -96.025   -114.498    -17.487    183.820    105.329
      0.135   -101.729    -95.841   -114.393    -17.392    183.895    105.427
      0.136   -101.747    -95.657   -114.287    -17.298    183.970    105.525
      0.137   -101.764    -95.473   -114.182    -17.203    184.045    105.623
      0.138   -101.781    -95.289   -114.076    -17.108    184.120    105.721
      0.139   -101.798    -95.105   -113.970    -17.013    184.195    105.820
      0.140   -101.815    -94.921   -113.864    -16.917    184.270    105.918
      0.141   -101.832    -94.737   -113.758    -16.821    184.345    106.017
      0.142   -101.849    -94.552   -113.652    -16.726    184.420    106.116
      0.143   -101.866    -94.368   -113.546    -16.629    184.494    106.214
      0.144   -101.882    -94.183   -113.440    -16.533    184.569    106.313
      0.145   -101.899    -93.999   -113.334    -16.436    184.644    106.412
      0.146   -101.915    -93.814   -113.227    -16.340    184.719    106.511
      0.147   -101.931    -93.629   -113.121    -16.243    184.794    106.611
      0.148   -101.947    -93.444   -113.014    -16.145    184.869    106.710
      0.149   -101.964    -93.259   -112.907    -16.048    184.944    106.810
      0.150   -101.980    -93.075   -112.800    -15.950    185.019    106.909
      0.151   -101.995    -92.889   -112.693    -15.852    185.094    107.009
      0.152   -102.011    -92.704   -112.586    -15.754    185.169    107.109
      0.153   -102.027    -92.519   -112.479    -15.656    185.244    107.209
      0.154   -102.043    -92.334   -112.372    -15.557    185.320    107.309
      0.155   -102.058    -92.148   -112.264    -15.459    185.395    107.410
      0.156   -102.073    -91.963   -112.157    -15.360    185.470    107.510
      0.157   -102.089    -91.778   -112.049    -15.260    185.545    107.610
      0.158   -102.104    -91.592   -111.942    -15.161    185.620    107.711
      0.159   -102.119    -91.406   -111.834    -15.061    185.695    107.812
      0.160   -102.134    -91.221   -111.726    -14.961    185.770    107.913
      0.161   -102.149    -91.035   -111.618    -14.861    185.845    108.014
      0.162   -102.164    -90.849   -111.510    -14.761    185.920    108.115
      0.163   -102.179    -90.663   -111.402    -14.660    185.995    108.216
      0.164   -102.193    -90.477   -111.294    -14.559    186.070    108.318
      0.165   -102.208    -90.291   -111.185    -14.458    186.145    108.419
      0.166   -102.222    -90.105   -111.077    -14.357    186.220    108.521
      0.167   -102.236    -89.918   -110.968    -14.255    186.295    108.623
      0.168   -102.251    -89.732   -110.860    -14.154    186.370    108.724
      0.169   -102.265    -89.546   -110.751    -14.052    186.445    108.827
      0.170   -102.279    -89.359   -110.642    -13.949    186.520    108.929
      0.171   -102.293    -89.173   -110.533    -13.847    186.595    109.031
      0.172   -102.306    -88.986   -110.424    -13.744    186.670    109.133
      0.173   -102.320    -88.799   -110.315    -13.641    186.745    109.236
      0.174   -102.334    -88.612   -110.205    -13.538    186.820    109.339
      0.175   -102.347    -88.426   -110.096    -13.435    186.895    109.441
      0.176   -102.361    -88.239   -109.987    -13.331    186.970    109.544
      0.177   -102.374    -88.052   -109.877    -13.227    187.045    109.647
      0.178   -102.387    -87.865   -109.767    -13.123    187.120    109.750
      0.179   -102.400    -87.677   -109.657    -13.019    187.195    109.854
      0.180   -102.413    -87.490   -109.548    -12.914    187.270    109.957
      0.181   -102.426    -87.303   -109.438    -12.809    187.345    110.061
      0.182   -102.439    -87.115   -109.327    -12.704    187.420    110.164
      0.183   -102.451    -86.928   -109.217    -12.599    187.495    110.268
      0.184   -102.464    -86.740   -109.107    -12.493    187.570    110.372
      0.185   -102.476    -86.553   -108.996    -12.387    187.645    110.476
      0.186   -102.489    -86.365   -108.886    -12.281    187.720    110.580
      0.187   -102.501    -86.177   -108.775    -12.175    187.795    110.685
      0.188   -102.513    -85.990   -108.665    -12.068    187.870    110.789
      0.189   -102.525    -85.802   -108.554    -11.961    187.945    110.894
      0.190   -102.537    -85.614   -108.443    -11.854    188.020    110.999
      0.191   -102.549    -85.426   -108.332    -11.747    188.095    111.103
      0.192   -102.560    -85.238   -108.221    -11.639    188.170    111.208
      0.193   -102.572    -85.049   -108.109    -11.531    188.245    111.314
      0.194   -102.583    -84.861   -107.998    -11.423    188.320    111.419
      0.195   -102.595    -84.673   -107.886    -11.315    188.394    111.524
      0.196   -102.606    -84.484   -107.775    -11.206    188.469    111.630
      0.197   -102.617    -84.296   -107.663    -11.098    188.544    111.735
      0.198   -102.628    -84.107   -107.551    -10.989    188.619    111.841
      0.199   -102.639    -83.918   -107.440    -10.879    188.694    111.947
      0.200   -102.650    -83.730   -107.328    -10.770    188.769    112.053
      0.201   -102.661    -83.541   -107.215    -10.660    188.844    112.159
      0.202   -102.671    -83.352   -107.103    -10.550    188.918    112.265
      0.203   -102.682    -83.163   -106.991    -10.439    188.993    112.372
      0.204   -102.692    -82.974   -106.878    -10.329    189.068    112.478
      0.205   -102.702    -82.785   -106.766    -10.218    189.143    112.585
      0.206   -102.713    -82.596   -106.653    -10.106    189.218    112.692
      0.207   -102.723    -82.407   -106.541     -9.995    189.292    112.799
      0.208   -102.733    -82.217   -106.428     -9.883    189.367    112.906
      0.209   -102.742    -82.028   -106.315     -9.771    189.442    113.013
      0.210   -102.752    -81.838   -106.202     -9.659    189.517    113.121
      0.211   -102.762    -81.649   -106.089     -9.547    189.591    113.228
      0.212   -102.771    -81.459   -105.975     -9.434    189.666    113.336
      0.213   -102.781    -81.269   -105.862     -9.321    189.741    113.443
      0.214   -102.790    -81.080   -105.748     -9.208    189.815    113.551
      0.215   -102.799    -80.890   -105.635     -9.094    189.890    113.659
      0.216   -102.808    -80.700   -105.521     -8.980    189.965    113.768
      0.217   -102.817    -80.510   -105.407     -8.866    190.039    113.876
      0.218   -102.826    -80.320   -105.293     -8.752    190.114    113.984
      0.219   -102.835    -80.130   -105.179     -8.637    190.188    114.093
      0.220   -102.843    -79.939   -105.065     -8.522    190.263    114.202
      0.221   -102.852    -79.749   -104.951     -8.407    190.337    114.310
      0.222   -102.860    -79.559   -104.836     -8.292    190.412    114.419
      0.223   -102.868    -79.368   -104.722     -8.176    190.486    114.528
      0.224   -102.876    -79.178   -104.607     -8.060    190.561    114.638
      0.225   -102.884    -78.987   -104.493     -7.944    190.635    114.747
      0.226   -102.892    -78.797   -104.378     -7.827    190.710    114.857
      0.227   -102.900    -78.606   -104.263     -7.711    190.784    114.966
      0.228   -102.908    -78.415   -104.148     -7.593    190.858    115.076
      0.229   -102.915    -78.224   -104.033     -7.476    190.933    115.186
      0.230   -102.923    -78.033   -103.918     -7.358    191.007    115.296
      0.231   -102.930    -77.842   -103.802     -7.240    191.082    115.406
      0.232   -102.937    -77.651   -103.687     -7.122    191.156    115.517
      0.233   -102.944    -77.460   -103.571     -7.004    191.230    115.627
      0.234   -102.951    -77.268   -103.456     -6.885    191.304    115.738
      0.235   -102.958    -77.077   -103.340     -6.766    191.379    115.848
      0.236   -102.965    -76.886   -103.224     -6.647    191.453    115.959
      0.237   -102.971    -76.694   -103.108     -6.527    191.527    116.070
      0.238   -102.978    -76.503   -102.992     -6.407    191.601    116.182
      0.239   -102.984    -76.311   -102.875     -6.287    191.675    116.293
      0.240   -102.990    -76.119   -102.759     -6.166    191.749    116.404
      0.241   -102.996    -75.928   -102.643     -6.046    191.823    116.516
      0.242   -103.002    -75.736   -102.526     -5.925    191.897    116.628
      0.243   -103.008    -75.544   -102.409     -5.803    191.971    116.740
      0.244   -103.014    -75.352   -102.293     -5.682    192.045    116.852
      0.245   -103.020    -75.160   -102.176     -5.560    192.119    116.964
      0.246   -103.025    -74.967   -102.059     -5.437    192.193    117.076
      0.247   -103.030    -74.775   -101.942     -5.315    192.267    117.188
      0.248   -103.036    -74.583   -101.824     -5.192    192.341    117.301
      0.249   -103.041    -74.391   -101.707     -5.069    192.415    117.414
      0.250   -103.046    -74.198   -101.589     -4.945    192.488    117.527
      0.251   -103.051    -74.006   -101.472     -4.822    192.562    117.639
      0.252   -103.055    -73.813   -101.354     -4.698    192.636    117.753
      0.253   -103.060    -73.620   -101.236     -4.573    192.710    117.866
      0.254   -103.065    -73.428   -101.118     -4.449    192.783    117.979
      0.255   -103.069    -73.235   -101.000     -4.324    192.857    118.093
      0.256   -103.073    -73.042   -100.882     -4.199    192.930    118.207
      0.257   -103.077    -72.849   -100.764     -4.073    193.004    118.320
      0.258   -103.081    -72.656   -100.646     -3.947    193.078    118.434
      0.259   -103.085    -72.463   -100.527     -3.821    193.151    118.548
      0.260   -103.089    -72.270   -100.409     -3.695    193.224    118.663
      0.261   -103.093    -72.076   -100.290     -3.568    193.298    118.777
      0.262   -103.096    -71.883   -100.171     -3.441    193.371    118.892
      0.263   -103.100    -71.690   -100.052     -3.314    193.445    119.006
      0.264   -103.103    -71.496    -99.933     -3.186    193.518    119.121
      0.265   -103.106    -71.303    -99.814     -3.058    193.591    119.236
      0.266   -103.109    -71.109    -99.694     -2.930    193.664    119.351
      0.267   -103.112    -70.915    -99.575     -2.801    193.737    119.467
      0.268   -103.114    -70.721    -99.456     -2.672    193.811    119.582
      0.269   -103.117    -70.528    -99.336     -2.543    193.884    119.697
      0.270   -103.120    -70.334    -99.216     -2.414    193.957    119.813
      0.271   -103.122    -70.140    -99.096     -2.284    194.030    119.929
      0.272   -103.124    -69.946    -98.976     -2.154    194.103    120.045
      0.273   -103.126    -69.751    -98.856     -2.023    194.175    120.161
      0.274   -103.128    -69.557    -98.736     -1.892    194.248    120.277
      0.275   -103.130    -69.363    -98.616     -1.761    194.321    120.394
      0.276   -103.132    -69.169    -98.495     -1.630    194.394    120.510
      0.277   -103.133    -68.974    -98.375     -1.498    194.467    120.627
      0.278   -103.135    -68.780    -98.254     -1.366    194.539    120.744
      0.279   -103.136    -68.585    -98.133     -1.234    194.612    120.861
      0.280   -103.137    -68.390    -98.012     -1.101    194.684    120.978
      0.281   -103.138    -68.196    -97.891     -0.968    194.757    121.095
      0.282   -103.139    -68.001    -97.770     -0.834    194.829    121.213
      0.283   -103.140    -67.806    -97.649     -0.701    194.902    121.330
      0.284   -103.141    -67.611    -97.527     -0.567    194.974    121.448
      0.285   -103.141    -67.416    -97.406     -0.432    195.047    121.566
      0.286   -103.141    -67.221    -97.284     -0.298    195.119    121.684
      0.287   -103.142    -67.026    -97.162     -0.163    195.191    121.802
      0.288   -103.142    -66.831    -97.041     -0.027    195.263    121.920
      0.289   -103.142    -66.635    -96.919      0.108    195.335    122.039
      0.290   -103.141    -66.440    -96.797      0.244    195.407    122.157
      0.291   -103.141    -66.245    -96.674      0.381    195.479    122.276
      0.292   -103.141    -66.049    -96.552      0.517    195.551    122.395
      0.293   -103.140    -65.853    -96.430      0.654    195.623    122.514
      0.294   -103.139    -65.658    -96.307      0.792    195.695    122.633
      0.295   -103.139    -65.462    -96.184      0.929    195.767    122.753
      0.296   -103.138    -65.266    -96.061      1.068    195.839    122.872
      0.297   -103.136    -65.070    -95.939      1.206    195.910    122.992
      0.298   -103.135    -64.874    -95.815      1.345    195.982    123.111
      0.299   -103.134    -64.678    -95.692      1.484    196.053    123.231
      0.300   -103.132    -64.482    -95.569      1.623    196.125    123.351
      0.301   -103.130    -64.286    -95.446      1.763    196.196    123.472
      0.302   -103.129    -64.090    -95.322      1.903    196.267    123.592
      0.303   -103.127    -63.894    -95.198      2.043    196.339    123.712
      0.304   -103.125    -63.697    -95.075      2.184    196.410    123.833
      0.305   -103.122    -63.501    -94.951      2.325    196.481    123.954
      0.306   -103.120    -63.304    -94.827      2.467    196.552    124.075
      0.307   -103.117    -63.108    -94.703      2.609    196.623    124.196
      0.308   -103.115    -62.911    -94.578      2.751    196.694    124.317
      0.309   -103.112    -62.714    -94.454      2.893    196.765    124.439
      0.310   -103.109    -62.517    -94.329      3.036    196.836    124.560
      0.311   -103.106    -62.321    -94.205      3.179    196.907    124.682
      0.312   -103.103    -62.124    -94.080      3.323    196.977    124.804
      0.313   -103.099    -61.927    -93.955      3.467    197.048    124.926
      0.314   -103.096    -61.730    -93.830      3.611    197.118    125.048
      0.315   -103.092    -61.532    -93.705      3.756    197.189    125.170
      0.316   -103.088    -61.335    -93.580      3.901    197.259    125.292
      0.317   -103.084    -61.138    -93.455      4.046    197.329    125.415
      0.318   -103.080    -60.941    -93.329      4.192    197.400    125.538
      0.319   -103.076    -60.743    -93.203      4.338    197.470    125.661
      0.320   -103.071    -60.546    -93.078      4.485    197.540    125.784
      0.321   -103.067    -60.348    -92.952      4.632    197.610    125.907
      0.322   -103.062    -60.150    -92.826      4.779    197.680    126.030
      0.323   -103.057    -59.953    -92.700      4.926    197.750    126.154
      0.324   -103.052    -59.755    -92.574      5.074    197.819    126.277
      0.325   -103.047    -59.557    -92.447      5.223    197.889    126.401
      0.326   -103.042    -59.359    -92.321      5.371    197.959    126.525
      0.327   -103.036    -59.161    -92.194      5.520    198.028    126.649
      0.328   -103.031    -58.963    -92.068      5.670    198.098    126.773
      0.329   -103.025    -58.765    -91.941      5.820    198.167    126.898
      0.330   -103.019    -58.567    -91.814      5.970    198.236    127.022
      0.331   -103.013    -58.368    -91.687      6.121    198.305    127.147
      0.332   -103.007    -58.170    -91.559      6.271    198.374    127.272
      0.333   -103.001    -57.972    -91.432      6.423    198.443    127.397
      0.334   -102.994    -57.773    -91.305      6.574    198.512    127.522
      0.335   -102.987    -57.575    -91.177      6.727    198.581    127.647
      0.336   -102.981    -57.376    -91.049      6.879    198.650    127.773
      0.337   -102.974    -57.177    -90.922      7.032    198.719    127.898
      0.338   -102.966    -56.979    -90.794      7.185    198.787    128.024
      0.339   -102.959    -56.780    -90.665      7.339    198.856    128.150
      0.340   -102.952    -56.581    -90.537      7.493    198.924    128.276
      0.341   -102.944    -56.382    -90.409      7.647    198.992    128.402
      0.342   -102.937    -56.183    -90.280      7.802    199.060    128.529
      0.343   -102.929    -55.984    -90.152      7.957    199.128    128.655
      0.344   -102.921    -55.785    -90.023      8.113    199.196    128.782
      0.345   -102.912    -55.585    -89.894      8.269    199.264    128.908
      0.346   -102.904    -55.386    -89.765      8.425    199.332    129.035
      0.347   -102.896    -55.187    -89.636      8.582    199.400    129.163
      0.348   -102.887    -54.987    -89.507      8.739    199.467    129.290
      0.349   -102.878    -54.788    -89.378      8.896    199.535    129.417
      0.350   -102.869    -54.588    -89.248      9.054    199.602    129.545
      0.351   -102.860    -54.389    -89.119      9.213    199.670    129.672
      0.352   -102.851    -54.189    -88.989      9.371    199.737    129.800
      0.353   -102.841    -53.989    -88.859      9.530    199.804    129.928
      0.354   -102.832    -53.789    -88.729      9.690    199.871    130.056
      0.355   -102.822    -53.589    -88.599      9.850    199.938    130.185
      0.356   -102.812    -53.389    -88.469     10.010    200.004    130.313
      0.357   -102.802    -53.189    -88.338     10.171    200.071    130.442
      0.358   -102.792    -52.989    -88.208     10.332    200.137    130.571
      0.359   -102.781    -52.789    -88.077     10.494    200.204    130.700
      0.360   -102.771    -52.589    -87.946     10.656    200.270    130.829
      0.361   -102.760    -52.389    -87.815     10.818    200.336    130.958
      0.362   -102.749    -52.188    -87.684     10.981    200.402    131.087
      0.363   -102.738    -51.988    -87.553     11.144    200.468    131.217
      0.364   -102.727    -51.787    -87.422     11.308    200.534    131.346
      0.365   -102.715    -51.587    -87.291     11.472    200.600    131.476
      0.366   -102.704    -51.386    -87.159     11.636    200.665    131.606
      0.367   -102.692    -51.185    -87.027     11.801    200.731    131.736
      0.368   -102.680    -50.985    -86.896     11.967    200.796    131.867
      0.369   -102.668    -50.784    -86.764     12.132    200.861    131.997
      0.370   -102.656    -50.583    -86.632     12.298    200.927    132.128
      0.371   -102.643    -50.382    -86.499     12.465    200.992    132.258
      0.372   -102.631    -50.181    -86.367     12.632    201.056    132.389
      0.373   -102.618    -49.980    -86.235     12.799    201.121    132.520
      0.374   -102.605    -49.779    -86.102     12.967    201.186    132.652
      0.375   -102.592    -49.577    -85.969     13.135    201.250    132.783
      0.376   -102.579    -49.376    -85.836     13.304    201.314    132.914
      0.377   -102.566    -49.175    -85.703     13.473    201.379    133.046
      0.378   -102.552    -48.973    -85.570     13.643    201.443    133.178
      0.379   -102.538    -48.772    -85.437     13.813    201.507    133.310
      0.380   -102.524    -48.570    -85.304     13.983    201.570    133.442
      0.381   -102.510    -48.369    -85.170     14.154    201.634    133.574
      0.382   -102.496    -48.167    -85.037     14.325    201.698    133.707
      0.383   -102.482    -47.965    -84.903     14.497    201.761    133.839
      0.384   -102.467    -47.764    -84.769     14.669    201.824    133.972
      0.385   -102.452    -47.562    -84.635     14.842    201.887    134.105
      0.386   -102.437    -47.360    -84.501     15.015    201.950    134.238
      0.387   -102.422    -47.158    -84.366     15.189    202.013    134.371
      0.388   -102.407    -46.956    -84.232     15.363    202.076    134.504
      0.389   -102.392    -46.754    -84.097     15.537    202.138    134.638
      0.390   -102.376    -46.552    -83.963     15.712    202.201    134.771
      0.391   -102.360    -46.349    -83.828     15.887    202.263    134.905
      0.392   -102.344    -46.147    -83.693     16.063    202.325    135.039
      0.393   -102.328    -45.945    -83.558     16.239    202.387    135.173
      0.394   -102.312    -45.742    -83.423     16.416    202.449    135.307
      0.395   -102.295    -45.540    -83.287     16.593    202.510    135.442
      0.396   -102.279    -45.337    -83.152     16.770    202.572    135.576
      0.397   -102.262    -45.135    -83.016     16.948    202.633    135.711
      0.398   -102.245    -44.932    -82.880     17.127    202.694    135.846
      0.399   -102.227    -44.729    -82.744     17.306    202.755    135.981
      0.400   -102.210    -44.526    -82.608     17.485    202.816    136.116
      0.401   -102.193    -44.324    -82.472     17.665    202.877    136.251
      0.402   -102.175    -44.121    -82.336     17.845    202.937    136.386
      0.403   -102.157    -43.918    -82.199     18.026    202.998    136.522
      0.404   -102.139    -43.715    -82.063     18.207    203.058    136.658
      0.405   -102.120    -43.512    -81.926     18.389    203.118    136.793
      0.406   -102.102    -43.308    -81.789     18.571    203.178    136.929
      0.407   -102.083    -43.105    -81.652     18.754    203.237    137.066
      0.408   -102.064    -42.902    -81.515     18.937    203.297    137.202
      0.409   -102.045    -42.699    -81.378     19.121    203.356    137.338
      0.410   -102.026    -42.495    -81.240     19.305    203.415    137.475
      0.411   -102.007    -42.292    -81.103     19.489    203.474    137.612
      0.412   -101.987    -42.088    -80.965     19.674    203.533    137.749
      0.413   -101.967    -41.885    -80.827     19.860    203.592    137.886
      0.414   -101.947    -41.681    -80.689     20.046    203.650    138.023
      0.415   -101.927    -41.477    -80.551     20.232    203.709    138.160
      0.416   -101.907    -41.274    -80.413     20.419    203.767    138.298
      0.417   -101.887    -41.070    -80.275     20.606    203.825    138.435
      0.418   -101.866    -40.866    -80.136     20.794    203.882    138.573
      0.419   -101.845    -40.662    -79.997     20.983    203.940    138.711
      0.420   -101.824    -40.458    -79.859     21.172    203.997    138.849
      0.421   -101.803    -40.254    -79.720     21.361    204.054    138.987
      0.422   -101.781    -40.050    -79.581     21.551    204.111    139.126
      0.423   -101.759    -39.846    -79.442     21.741    204.168    139.264
      0.424   -101.738    -39.642    -79.302     21.932    204.225    139.403
      0.425   -101.716    -39.437    -79.163     22.123    204.281    139.542
      0.426   -101.693    -39.233    -79.023     22.315    204.337    139.681
