#         t          x          y          z         vx         vy         vz
      0.427   -101.671    -39.029    -78.883     22.507    204.393    139.820
      0.428   -101.648    -38.824    -78.743     22.700    204.449    139.959
      0.429   -101.626    -38.620    -78.603     22.894    204.504    140.098
      0.430   -101.603    -38.415    -78.463     23.087    204.560    140.238
      0.431   -101.579    -38.211    -78.323     23.282    204.615    140.377
      0.432   -101.556    -38.006    -78.183     23.477    204.670    140.517
      0.433   -101.532    -37.801    -78.042     23.672    204.725    140.657
      0.434   -101.509    -37.597    -77.901     23.868    204.779    140.797
      0.435   -101.485    -37.392    -77.760     24.064    204.833    140.938
      0.436   -101.461    -37.187    -77.619     24.261    204.888    141.078
      0.437   -101.436    -36.982    -77.478     24.458    204.941    141.218
      0.438   -101.412    -36.777    -77.337     24.656    204.995    141.359
      0.439   -101.387    -36.572    -77.195     24.855    205.049    141.500
      0.440   -101.362    -36.367    -77.054     25.053    205.102    141.641
      0.441   -101.337    -36.162    -76.912     25.253    205.155    141.782
      0.442   -101.311    -35.957    -76.770     25.453    205.208    141.923
      0.443   -101.286    -35.752    -76.628     25.653    205.260    142.065
      0.444   -101.260    -35.546    -76.486     25.854    205.312    142.206
      0.445   -101.234    -35.341    -76.344     26.056    205.364    142.348
      0.446   -101.208    -35.136    -76.202     26.258    205.416    142.490
      0.447   -101.182    -34.930    -76.059     26.460    205.468    142.631
      0.448   -101.155    -34.725    -75.916     26.663    205.519    142.774
      0.449   -101.128    -34.519    -75.773     26.867    205.571    142.916
      0.450   -101.101    -34.313    -75.630     27.071    205.621    143.058
      0.451   -101.074    -34.108    -75.487     27.276    205.672    143.201
      0.452   -101.047    -33.902    -75.344     27.481    205.723    143.343
      0.453   -101.019    -33.696    -75.201     27.687    205.773    143.486
      0.454   -100.991    -33.491    -75.057     27.893    205.823    143.629
      0.455   -100.963    -33.285    -74.913     28.100    205.872    143.772
      0.456   -100.935    -33.079    -74.769     28.307    205.922    143.915
      0.457   -100.907    -32.873    -74.626     28.515    205.971    144.058
      0.458   -100.878    -32.667    -74.481     28.723    206.020    144.202
      0.459   -100.849    -32.461    -74.337     28.932    206.069    144.345
      0.460   -100.820    -32.255    -74.193     29.142    206.117    144.489
      0.461   -100.791    -32.049    -74.048     29.352    206.165    144.633
      0.462   -100.762    -31.842    -73.903     29.562    206.213    144.777
      0.463   -100.732    -31.636    -73.759     29.773    206.261    144.921
      0.464   -100.702    -31.430    -73.614     29.985    206.308    145.065
      0.465   -100.672    -31.224    -73.468     30.197    206.355    145.210
      0.466   -100.642    -31.017    -73.323     30.410    206.402    145.354
      0.467   -100.611    -30.811    -73.178     30.623    206.449    145.499
      0.468   -100.580    -30.604    -73.032     30.837    206.495    145.643
      0.469   -100.549    -30.398    -72.886     31.052    206.541    145.788
      0.470   -100.518    -30.191    -72.741     31.267    206.587    145.933
      0.471   -100.487    -29.985    -72.595     31.482    206.632    146.078
      0.472   -100.455    -29.778    -72.448     31.698    206.677    146.224
      0.473   -100.424    -29.571    -72.302     31.915    206.722    146.369
      0.474   -100.392    -29.364    -72.156     32.132    206.767    146.515
      0.475   -100.359    -29.158    -72.009     32.350    206.811    146.660
      0.476   -100.327    -28.951    -71.862     32.568    206.855    146.806
      0.477   -100.294    -28.744    -71.715     32.787    206.899    146.952
      0.478   -100.261    -28.537    -71.568     33.007    206.942    147.098
      0.479   -100.228    -28.330    -71.421     33.227    206.986    147.244
      0.480   -100.195    -28.123    -71.274     33.448    207.028    147.390
      0.481   -100.161    -27.916    -71.127     33.669    207.071    147.537
      0.482   -100.127    -27.709    -70.979     33.891    207.113    147.683
      0.483   -100.093    -27.502    -70.831     34.113    207.155    147.830
      0.484   -100.059    -27.295    -70.683     34.336    207.197    147.977
      0.485   -100.025    -27.087    -70.535     34.559    207.238    148.124
      0.486    -99.990    -26.880    -70.387     34.784    207.279    148.271
      0.487    -99.955    -26.673    -70.239     35.008    207.320    148.418
      0.488    -99.920    -26.466    -70.090     35.234    207.360    148.565
      0.489    -99.885    -26.258    -69.942     35.459    207.400    148.712
      0.490    -99.849    -26.051    -69.793     35.686    207.440    148.860
      0.491    -99.813    -25.843    -69.644     35.913    207.479    149.007
      0.492    -99.777    -25.636    -69.495     36.140    207.519    149.155
      0.493    -99.741    -25.428    -69.345     36.369    207.557    149.303
      0.494    -99.705    -25.221    -69.196     36.597    207.596    149.451
      0.495    -99.668    -25.013    -69.047     36.827    207.634    149.599
      0.496    -99.631    -24.805    -68.897     37.057    207.672    149.747
      0.497    -99.594    -24.598    -68.747     37.287    207.709    149.895
      0.498    -99.556    -24.390    -68.597     37.519    207.746    150.044
      0.499    -99.519    -24.182    -68.447     37.750    207.783    150.192
      0.500    -99.481    -23.974    -68.297     37.983    207.819    150.341
      0.501    -99.443    -23.767    -68.146     38.216    207.855    150.490
      0.502    -99.404    -23.559    -67.996     38.449    207.891    150.639
      0.503    -99.366    -23.351    -67.845     38.683    207.926    150.788
      0.504    -99.327    -23.143    -67.694     38.918    207.961    150.937
      0.505    -99.288    -22.935    -67.543     39.154    207.996    151.086
      0.506    -99.249    -22.727    -67.392     39.390    208.030    151.235
      0.507    -99.209    -22.519    -67.241     39.626    208.064    151.384
      0.508    -99.170    -22.311    -67.089     39.863    208.098    151.534
      0.509    -99.130    -22.103    -66.938     40.101    208.131    151.683
      0.510    -99.089    -21.894    -66.786     40.340    208.164    151.833
      0.511    -99.049    -21.686    -66.634     40.579    208.196    151.983
      0.512    -99.008    -21.478    -66.482     40.818    208.228    152.133
      0.513    -98.967    -21.270    -66.330     41.059    208.260    152.283
      0.514    -98.926    -21.062    -66.177     41.300    208.291    152.433
      0.515    -98.885    -20.853    -66.025     41.541    208.322    152.583
      0.516    -98.843    -20.645    -65.872     41.783    208.352    152.733
      0.517    -98.801    -20.437    -65.719     42.026    208.383    152.884
      0.518    -98.759    -20.228    -65.566     42.270    208.412    153.034
      0.519    -98.717    -20.020    -65.413     42.514    208.442    153.185
      0.520    -98.674    -19.811    -65.260     42.758    208.471    153.335
      0.521    -98.631    -19.603    -65.107     43.004    208.499    153.486
      0.522    -98.588    -19.394    -64.953     43.250    208.527    153.637
      0.523    -98.545    -19.186    -64.799     43.496    208.555    153.788
      0.524    -98.501    -18.977    -64.646     43.743    208.582    153.939
      0.525    -98.457    -18.769    -64.491     43.991    208.609    154.090
      0.526    -98.413    -18.560    -64.337     44.240    208.636    154.241
      0.527    -98.369    -18.351    -64.183     44.489    208.662    154.392
      0.528    -98.324    -18.143    -64.029     44.738    208.688    154.544
      0.529    -98.279    -17.934    -63.874     44.989    208.713    154.695
      0.530    -98.234    -17.725    -63.719     45.240    208.738    154.847
      0.531    -98.189    -17.516    -63.564     45.491    208.762    154.998
      0.532    -98.143    -17.308    -63.409     45.744    208.786    155.150
      0.533    -98.097    -17.099    -63.254     45.997    208.810    155.302
      0.534    -98.051    -16.890    -63.099     46.250    208.833    155.454
      0.535    -98.005    -16.681    -62.943     46.504    208.855    155.605
      0.536    -97.958    -16.472    -62.787     46.759    208.877    155.757
      0.537    -97.911    -16.263    -62.632     47.015    208.899    155.910
      0.538    -97.864    -16.055    -62.476     47.271    208.921    156.062
      0.539    -97.817    -15.846    -62.319     47.528    208.941    156.214
      0.540    -97.769    -15.637    -62.163     47.785    208.962    156.366
      0.541    -97.721    -15.428    -62.007     48.044    208.982    156.519
      0.542    -97.673    -15.219    -61.850     48.302    209.001    156.671
      0.543    -97.624    -15.010    -61.693     48.562    209.020    156.823
      0.544    -97.576    -14.801    -61.536     48.822    209.039    156.976
      0.545    -97.527    -14.592    -61.379     49.083    209.057    157.129
      0.546    -97.478    -14.383    -61.222     49.344    209.074    157.281
      0.547    -97.428    -14.173    -61.065     49.606    209.092    157.434
      0.548    -97.378    -13.964    -60.907     49.869    209.108    157.587
      0.549    -97.328    -13.755    -60.750     50.132    209.124    157.740
      0.550    -97.278    -13.546    -60.592     50.396    209.140    157.893
      0.551    -97.227    -13.337    -60.434     50.661    209.155    158.046
      0.552    -97.177    -13.128    -60.276     50.927    209.170    158.199
      0.553    -97.126    -12.919    -60.117     51.193    209.184    158.352
      0.554    -97.074    -12.709    -59.959     51.460    209.198    158.505
      0.555    -97.023    -12.500    -59.800     51.727    209.211    158.658
      0.556    -96.971    -12.291    -59.642     51.995    209.224    158.811
      0.557    -96.919    -12.082    -59.483     52.264    209.236    158.965
      0.558    -96.866    -11.873    -59.324     52.533    209.248    159.118
      0.559    -96.814    -11.663    -59.165     52.803    209.259    159.271
      0.560    -96.761    -11.454    -59.005     53.074    209.269    159.425
      0.561    -96.708    -11.245    -58.846     53.346    209.279    159.578
      0.562    -96.654    -11.035    -58.686     53.618    209.289    159.732
      0.563    -96.600    -10.826    -58.526     53.891    209.298    159.885
      0.564    -96.546    -10.617    -58.366     54.164    209.307    160.039
      0.565    -96.492    -10.408    -58.206     54.439    209.315    160.193
      0.566    -96.437    -10.198    -58.046     54.713    209.322    160.346
      0.567    -96.383     -9.989    -57.885     54.989    209.329    160.500
      0.568    -96.327     -9.780    -57.725     55.265    209.335    160.654
      0.569    -96.272     -9.570    -57.564     55.542    209.341    160.807
      0.570    -96.216     -9.361    -57.403     55.820    209.346    160.961
      0.571    -96.160     -9.152    -57.242     56.098    209.351    161.115
      0.572    -96.104     -8.942    -57.081     56.377    209.355    161.269
      0.573    -96.048     -8.733    -56.920     56.657    209.359    161.423
      0.574    -95.991     -8.523    -56.758     56.937    209.362    161.577
      0.575    -95.934     -8.314    -56.597     57.218    209.364    161.730
      0.576    -95.876     -8.105    -56.435     57.500    209.366    161.884
